IDs	size (bp)	RNA-seq	Genome
PgCP_00135609	1710	1710	0
PgCP_00135610	947	947	0
PgCP_00135611	1249	1249	0
PgCP_00135618	2892	2892	0
PgCP_00135619	3101	3101	0
PgCP_00135620	869	869	0
PgCP_00135621	2535	2534	0
PgCP_00135613	2803	2803	0
PgCP_00135614	2734	2734	0
PgCP_00135622	883	883	0
PgCP_00135623	1240	1240	0
PgCP_00135624	1607	1607	0
PgCP_00135626	2704	2704	0
PgCP_00135627	1382	1382	0
PgCP_00135628	1286	1286	0
PgCP_00135639	2091	2091	0
PgCP_00135640	1252	1252	0
PgCP_00135631	3290	3288	0
PgCP_00135632	1449	1449	0
PgCP_00135633	1442	1442	0
PgCP_00135641	1377	1377	0
PgCP_00135642	747	747	0
PgCP_00135643	748	748	0
PgCP_00135652	630	630	0
PgCP_00135654	2183	2183	0
PgCP_00135644	1950	1950	0
PgCP_00135634	1269	1269	0
PgCP_00135635	3415	3415	0
PgCP_00135636	3144	3144	0
PgCP_00135637	980	980	0
PgCP_00135638	1262	1262	0
PgCP_00135646	913	913	0
PgCP_00135647	950	950	0
PgCP_00135648	925	925	0
PgCP_00135649	974	974	0
PgCP_00135650	1082	1082	0
PgCP_00135651	1094	1094	0
PgCP_00135655	476	476	0
PgCP_00135676	3022	3022	0
PgCP_00135677	3391	3391	0
PgCP_00135678	3051	3051	0
PgCP_00135679	2920	2920	0
PgCP_00135680	2985	2985	0
PgCP_00135681	3005	3005	0
PgCP_00135682	3488	3488	0
PgCP_00135656	1712	1712	0
PgCP_00135683	2012	2012	0
PgCP_00135698	2493	2493	0
PgCP_00135657	1267	1267	0
PgCP_00135658	1680	1680	0
PgCP_00135684	2255	2255	0
PgCP_00135685	2603	2603	0
PgCP_00135686	2655	2655	0
PgCP_00135659	735	735	0
PgCP_00135660	733	733	0
PgCP_00135661	654	654	0
PgCP_00135662	652	652	0
PgCP_00135663	556	556	0
PgCP_00135664	1803	1802	0
PgCP_00135665	1373	1372	0
PgCP_00135666	1787	1787	0
PgCP_00135669	3899	3899	0
PgCP_00135670	4002	4002	0
PgCP_00135671	1625	1625	0
PgCP_00135672	1314	1314	0
PgCP_00135673	2244	2244	0
PgCP_00135674	5640	5640	0
PgCP_00135675	4712	4712	0
PgCP_00135689	4270	4270	0
PgCP_00135690	4510	4510	0
PgCP_00135691	4845	4845	0
PgCP_00135692	4507	4507	0
PgCP_00135693	4807	4807	0
PgCP_00135694	5142	5142	0
PgCP_00135697	1943	1943	0
PgCP_00135699	1502	1502	0
PgCP_00135701	1617	1617	0
PgCP_00135702	1589	1589	0
PgCP_00135703	1236	1236	0
PgCP_00135704	2457	2457	0
PgCP_00135705	2102	2102	0
PgCP_00135706	2420	2420	0
PgCP_00135707	2130	2130	0
PgCP_00135708	2483	2483	0
PgCP_00135709	1213	1213	0
PgCP_00135710	1052	1052	0
PgCP_00135716	1618	1618	0
PgCP_00135717	1335	1335	0
PgCP_00135719	2780	2780	0
PgCP_00135720	3561	3561	0
PgCP_00135721	3253	3253	0
PgCP_00135722	2316	2316	0
PgCP_00135723	3217	3216	0
PgCP_00135724	3374	3373	0
PgCP_00135725	3337	3336	0
PgCP_00135726	3487	3486	0
PgCP_00135727	3703	3702	0
PgCP_00135718	4365	4365	0
PgCP_00135728	1578	1578	0
PgCP_00135729	1583	1583	0
PgCP_00135730	1604	1604	0
PgCP_00135732	1315	1315	0
PgCP_00135731	1005	1005	0
PgCP_00135733	3274	3274	0
PgCP_00135734	4088	4088	0
PgCP_00135735	2670	2670	0
PgCP_00135736	2970	2969	0
PgCP_00135742	1943	1943	0
PgCP_00135743	1910	1910	0
PgCP_00135744	1475	1475	0
PgCP_00135745	971	971	0
PgCP_00135746	3095	3095	0
PgCP_00135747	1883	1883	0
PgCP_00135748	2639	2639	0
PgCP_00135749	2549	2549	0
PgCP_00135750	1395	1395	0
PgCP_00135751	1503	1503	0
PgCP_00135737	1373	1373	0
PgCP_00135752	1334	1334	0
PgCP_00135753	1519	1519	0
PgCP_00135754	1267	1267	0
PgCP_00135738	2361	2361	0
PgCP_00135756	3039	3039	0
PgCP_00135757	1679	1679	0
PgCP_00135758	1686	1686	0
PgCP_00135785	1759	1759	0
PgCP_00135759	1930	1930	0
PgCP_00135760	1886	1886	0
PgCP_00135761	859	859	0
PgCP_00135762	1100	1100	0
PgCP_00135768	1374	1374	0
PgCP_00135769	1139	1139	0
PgCP_00135770	622	622	0
PgCP_00135763	1619	1619	0
PgCP_00135771	5665	5665	0
PgCP_00135772	5673	5673	0
PgCP_00135773	5268	5268	0
PgCP_00135774	5260	5260	0
PgCP_00135764	2784	2784	0
PgCP_00135765	1186	1186	0
PgCP_00135766	2753	2753	0
PgCP_00135767	3045	3045	0
PgCP_00135775	1479	1479	0
PgCP_00135788	651	651	0
PgCP_00135776	2148	2148	0
PgCP_00135777	2117	2117	0
PgCP_00135778	2207	2207	0
PgCP_00135779	2101	2101	0
PgCP_00135780	906	906	0
PgCP_00135781	1051	1051	0
PgCP_00135782	1350	1350	0
PgCP_00135783	419	419	0
PgCP_00135784	985	985	0
PgCP_00135790	678	678	0
PgCP_00135819	188	188	0
PgCP_00135820	931	931	0
PgCP_00135807	1036	1036	0
PgCP_00135808	799	799	0
PgCP_00135809	806	806	0
PgCP_00135792	1851	1851	0
PgCP_00135793	2303	2303	0
PgCP_00135794	2615	2615	0
PgCP_00135795	3847	3847	0
PgCP_00135796	3695	3695	0
PgCP_00135797	3695	3695	0
PgCP_00135798	3668	3668	0
PgCP_00135799	836	836	0
PgCP_00135810	848	848	0
PgCP_00135800	1590	1590	0
PgCP_00135801	2939	2939	0
PgCP_00135804	1522	1522	0
PgCP_00135811	3615	3615	0
PgCP_00135812	4419	4419	0
PgCP_00135813	4413	4413	0
PgCP_00135814	4711	4711	0
PgCP_00135815	1820	1820	0
PgCP_00135817	1329	1329	0
PgCP_00135818	2505	2505	0
PgCP_00135805	3322	3322	0
PgCP_00135806	3286	3286	0
PgCP_00135823	2673	2673	0
PgCP_00135824	2646	2646	0
PgCP_00135825	2675	2675	0
PgCP_00135826	987	986	0
PgCP_00135868	2527	2527	0
PgCP_00135827	2249	2249	0
PgCP_00135900	780	779	0
PgCP_00135901	1312	1312	0
PgCP_00135828	3527	3527	0
PgCP_00135829	1302	1302	0
PgCP_00135830	3473	3473	0
PgCP_00135831	1469	1469	0
PgCP_00135832	3497	3497	0
PgCP_00135833	3471	3471	0
PgCP_00135874	2705	2705	0
PgCP_00135875	2548	2548	0
PgCP_00135876	4289	4289	0
PgCP_00135877	3871	3871	0
PgCP_00135878	2367	2367	0
PgCP_00135879	2327	2327	0
PgCP_00135880	2324	2324	0
PgCP_00135881	3436	3436	0
PgCP_00135882	3044	3044	0
PgCP_00135883	2536	2536	0
PgCP_00135884	2301	2301	0
PgCP_00135885	2727	2727	0
PgCP_00135886	3029	3029	0
PgCP_00135887	3021	3021	0
PgCP_00135888	3394	3394	0
PgCP_00135889	3882	3882	0
PgCP_00135890	3449	3449	0
PgCP_00135834	275	275	0
PgCP_00135902	768	768	0
PgCP_00135891	1436	1436	0
PgCP_00135892	1774	1774	0
PgCP_00135903	754	754	0
PgCP_00135835	2405	2405	0
PgCP_00135836	2455	2455	0
PgCP_00135837	2649	2649	0
PgCP_00135838	3351	3351	0
PgCP_00135839	3604	3604	0
PgCP_00135840	2311	2311	0
PgCP_00135841	1922	1922	0
PgCP_00135842	1892	1892	0
PgCP_00135843	1509	1509	0
PgCP_00135844	2447	2447	0
PgCP_00135845	2693	2693	0
PgCP_00135846	2697	2697	0
PgCP_00135847	2756	2756	0
PgCP_00135848	2634	2634	0
PgCP_00135849	2964	2964	0
PgCP_00135850	1296	1296	0
PgCP_00135851	876	876	0
PgCP_00135893	1379	1379	0
PgCP_00135852	2097	2097	0
PgCP_00135853	2095	2095	0
PgCP_00135854	2102	2102	0
PgCP_00135905	2101	2101	0
PgCP_00135856	1614	1614	0
PgCP_00135857	2990	2990	0
PgCP_00135858	2902	2902	0
PgCP_00135859	2877	2877	0
PgCP_00135860	2628	2628	0
PgCP_00135861	2944	2944	0
PgCP_00135862	2942	2942	0
PgCP_00135863	2509	2509	0
PgCP_00135864	2557	2557	0
PgCP_00135894	1433	1433	0
PgCP_00135895	1405	1405	0
PgCP_00135896	1340	1340	0
PgCP_00135897	1392	1392	0
PgCP_00135907	2501	2501	0
PgCP_00135908	1515	1515	0
PgCP_00135865	1040	1040	0
PgCP_00135898	3367	3367	0
PgCP_00135899	3341	3341	0
PgCP_00135913	2811	2811	0
PgCP_00135914	4470	4470	0
PgCP_00135915	2844	2844	0
PgCP_00135916	3407	3407	0
PgCP_00135917	3879	3879	0
PgCP_00135918	2721	2721	0
PgCP_00135919	3402	3402	0
PgCP_00135920	3912	3912	0
PgCP_00135911	3393	3393	0
PgCP_00135912	3332	3332	0
PgCP_00135922	3653	3653	0
PgCP_00135928	1260	1260	0
PgCP_00135947	2228	2228	0
PgCP_00135948	1319	1319	0
PgCP_00135949	1321	1321	0
PgCP_00135951	1326	1326	0
PgCP_00135950	2644	2643	0
PgCP_00135952	2096	2096	0
PgCP_00135953	3029	3029	0
PgCP_00135954	1416	1416	0
PgCP_00135961	657	657	0
PgCP_00135956	857	857	0
PgCP_00135957	1216	1216	0
PgCP_00135958	1318	1318	0
PgCP_00135959	1187	1187	0
PgCP_00135966	983	983	0
PgCP_00135960	716	716	0
PgCP_00135968	1301	1301	0
PgCP_00135969	1066	1066	0
PgCP_00135977	1293	1293	0
PgCP_00135978	1417	1417	0
PgCP_00135979	1273	1273	0
PgCP_00135980	1573	1573	0
PgCP_00135981	1273	1273	0
PgCP_00135982	1626	1626	0
PgCP_00135983	3864	3864	0
PgCP_00135984	2992	2992	0
PgCP_00135985	3688	3688	0
PgCP_00135986	3715	3715	0
PgCP_00135987	3030	3030	0
PgCP_00135988	3018	3018	0
PgCP_00135998	4178	4178	0
PgCP_00135989	1816	1816	0
PgCP_00135990	2448	2448	0
PgCP_00135991	2880	2880	0
PgCP_00135992	1657	1657	0
PgCP_00135993	2593	2593	0
PgCP_00135994	2509	2509	0
PgCP_00135995	2205	2205	0
PgCP_00135996	1735	1735	0
PgCP_00135997	2573	2573	0
PgCP_00135999	1893	1893	0
PgCP_00136000	1947	1947	0
PgCP_00136001	2233	2233	0
PgCP_00136002	2357	2357	0
PgCP_00136008	2142	2142	0
PgCP_00136009	2285	2285	0
PgCP_00136011	1612	1612	0
PgCP_00136012	2082	2082	0
PgCP_00136013	2941	2941	0
PgCP_00136014	1602	1602	0
PgCP_00136015	1603	1603	0
PgCP_00136016	1513	1513	0
PgCP_00136017	2931	2931	0
PgCP_00136018	2073	2073	0
PgCP_00136019	2328	2328	0
PgCP_00136003	4295	4295	0
PgCP_00136004	3272	3272	0
PgCP_00136005	3667	3667	0
PgCP_00136006	2945	2945	0
PgCP_00136007	3054	3054	0
PgCP_00136020	1862	1862	0
PgCP_00136021	1303	1303	0
PgCP_00136043	1742	1742	0
PgCP_00136044	1548	1548	0
PgCP_00136030	1004	1004	0
PgCP_00136046	3036	3036	0
PgCP_00136047	3621	3621	0
PgCP_00136048	2976	2976	0
PgCP_00136049	3065	3065	0
PgCP_00136050	2812	2812	0
PgCP_00136051	3326	3326	0
PgCP_00136052	3621	3621	0
PgCP_00136053	3697	3697	0
PgCP_00136054	2985	2985	0
PgCP_00136055	2988	2988	0
PgCP_00136056	2988	2988	0
PgCP_00136057	3210	3210	0
PgCP_00136058	3210	3210	0
PgCP_00136059	3239	3239	0
PgCP_00136060	3239	3239	0
PgCP_00136061	3239	3239	0
PgCP_00136031	1682	1682	0
PgCP_00136032	1386	1386	0
PgCP_00136033	1456	1456	0
PgCP_00136034	2066	2066	0
PgCP_00136035	1632	1632	0
PgCP_00136036	2579	2579	0
PgCP_00136062	3704	3704	0
PgCP_00136063	1723	1722	0
PgCP_00136038	1312	1312	0
PgCP_00136039	5087	5087	0
PgCP_00136073	1501	1501	0
PgCP_00136040	3231	3231	0
PgCP_00136064	1005	1005	0
PgCP_00136066	2492	2492	0
PgCP_00136042	1333	1333	0
PgCP_00136067	1123	1123	0
PgCP_00136068	1150	1150	0
PgCP_00136069	1150	1150	0
PgCP_00136070	1171	1171	0
PgCP_00136074	2062	2062	0
PgCP_00136075	2093	2093	0
PgCP_00136076	2300	2300	0
PgCP_00136077	2017	2017	0
PgCP_00136086	1431	1431	0
PgCP_00136078	3574	3574	0
PgCP_00136079	3383	3383	0
PgCP_00136080	3678	3678	0
PgCP_00136081	4114	4114	0
PgCP_00136082	3938	3938	0
PgCP_00136084	2828	2828	0
PgCP_00136099	1150	1150	0
PgCP_00136085	3997	3997	0
PgCP_00136100	784	784	0
PgCP_00136101	957	957	0
PgCP_00136102	1761	1761	0
PgCP_00136088	1553	1553	0
PgCP_00136089	1753	1753	0
PgCP_00136090	2010	2010	0
PgCP_00136091	1355	1355	0
PgCP_00136092	1366	1366	0
PgCP_00136093	1510	1510	0
PgCP_00136094	1599	1599	0
PgCP_00136095	1750	1750	0
PgCP_00136096	2936	2936	0
PgCP_00136097	1516	1516	0
PgCP_00136103	1090	1090	0
PgCP_00136105	2145	2145	0
PgCP_00136106	1540	1540	0
PgCP_00136118	3764	3764	0
PgCP_00136107	579	579	0
PgCP_00136119	2472	2472	0
PgCP_00136120	2227	2227	0
PgCP_00136108	1046	1046	0
PgCP_00136109	2086	2086	0
PgCP_00136110	1631	1631	0
PgCP_00136111	999	999	0
PgCP_00136112	767	767	0
PgCP_00136113	568	568	0
PgCP_00136126	2626	2626	0
PgCP_00136114	3821	3820	0
PgCP_00136115	1403	1403	0
PgCP_00136121	2861	2861	0
PgCP_00136122	2849	2849	0
PgCP_00136123	2899	2899	0
PgCP_00136124	2921	2921	0
PgCP_00136127	1719	1719	0
PgCP_00136128	1710	1710	0
PgCP_00136129	1702	1702	0
PgCP_00136135	1989	1989	0
PgCP_00136132	726	726	0
PgCP_00136130	6131	6131	0
PgCP_00136133	1022	1022	0
PgCP_00136134	2853	2853	0
PgCP_00136142	638	638	0
PgCP_00136143	1119	1119	0
PgCP_00136144	3809	3808	0
PgCP_00136145	3795	3794	0
PgCP_00136146	2127	2127	0
PgCP_00136147	1350	1350	0
PgCP_00136148	938	938	0
PgCP_00136136	7264	7263	0
PgCP_00136137	7242	7241	0
PgCP_00136138	7139	7138	0
PgCP_00136149	1981	1981	0
PgCP_00136150	1987	1987	0
PgCP_00136139	1510	1510	0
PgCP_00136151	2138	2138	0
PgCP_00136140	2145	2144	0
PgCP_00136152	2298	2298	0
PgCP_00136153	2357	2357	0
PgCP_00136166	2826	2826	0
PgCP_00136165	1340	1340	0
PgCP_00136160	643	642	0
PgCP_00136161	676	675	0
PgCP_00136162	1069	1069	0
PgCP_00136163	1384	1384	0
PgCP_00136164	1359	1359	0
PgCP_00136167	1078	1078	0
PgCP_00136168	1687	1687	0
PgCP_00136169	325	325	0
PgCP_00136181	2267	2267	0
PgCP_00136182	1717	1717	0
PgCP_00136183	1461	1461	0
PgCP_00136190	3340	3340	0
PgCP_00136185	2939	2939	0
PgCP_00136186	4167	4167	0
PgCP_00136187	3173	3173	0
PgCP_00136170	1022	1022	0
PgCP_00136171	994	994	0
PgCP_00136172	939	939	0
PgCP_00136173	1626	1626	0
PgCP_00136174	1687	1687	0
PgCP_00136175	1447	1447	0
PgCP_00136176	1689	1689	0
PgCP_00136177	1342	1342	0
PgCP_00136188	1417	1417	0
PgCP_00136189	1567	1566	0
PgCP_00136191	2391	2391	0
PgCP_00136200	893	893	0
PgCP_00136208	2680	2680	0
PgCP_00136219	1162	1162	0
PgCP_00136220	747	747	0
PgCP_00136221	517	517	0
PgCP_00136193	2385	2385	0
PgCP_00136194	2274	2274	0
PgCP_00136223	5884	5884	0
PgCP_00136224	5611	5611	0
PgCP_00136225	5608	5608	0
PgCP_00136226	5390	5390	0
PgCP_00136196	1212	1212	0
PgCP_00136197	1594	1594	0
PgCP_00136198	820	820	0
PgCP_00136199	997	997	0
PgCP_00136229	1450	1449	0
PgCP_00136230	1406	1406	0
PgCP_00136231	1349	1349	0
PgCP_00136232	1340	1340	0
PgCP_00136234	650	650	0
PgCP_00136235	1384	1384	0
PgCP_00136238	1765	1765	0
PgCP_00136243	2527	2527	0
PgCP_00136239	1383	1383	0
PgCP_00136240	3917	3917	0
PgCP_00136241	3062	3062	0
PgCP_00136242	2941	2941	0
PgCP_00136245	1382	1382	0
PgCP_00136246	1105	1105	0
PgCP_00136250	1143	1143	0
PgCP_00136254	2379	2379	0
PgCP_00136255	3722	3722	0
PgCP_00136256	2420	2420	0
PgCP_00136257	1830	1830	0
PgCP_00136258	2090	2090	0
PgCP_00136260	4526	4526	0
PgCP_00136262	2885	2885	0
PgCP_00136263	2305	2305	0
PgCP_00136264	3266	3266	0
PgCP_00136265	2837	2837	0
PgCP_00136266	2456	2456	0
PgCP_00136267	2732	2732	0
PgCP_00136268	3107	3107	0
PgCP_00136269	3535	3535	0
PgCP_00136270	2726	2726	0
PgCP_00136271	3144	3144	0
PgCP_00136273	1624	1624	0
PgCP_00136274	939	939	0
PgCP_00136310	1377	1377	0
PgCP_00136291	3053	3053	0
PgCP_00136292	3047	3047	0
PgCP_00136293	1155	1155	0
PgCP_00136294	1200	1200	0
PgCP_00136295	3120	3120	0
PgCP_00136296	4089	4089	0
PgCP_00136297	3230	3230	0
PgCP_00136311	2106	2106	0
PgCP_00136298	2042	2042	0
PgCP_00136299	2113	2113	0
PgCP_00136300	939	939	0
PgCP_00136301	971	971	0
PgCP_00136302	4275	4275	0
PgCP_00136303	4855	4855	0
PgCP_00136304	4945	4945	0
PgCP_00136305	5431	5431	0
PgCP_00136306	5135	5135	0
PgCP_00136307	4540	4540	0
PgCP_00136308	5033	5033	0
PgCP_00136280	3710	3710	0
PgCP_00136281	3871	3871	0
PgCP_00136282	3418	3418	0
PgCP_00136283	3414	3414	0
PgCP_00136284	3320	3320	0
PgCP_00136285	3456	3456	0
PgCP_00136286	1938	1938	0
PgCP_00136287	1954	1954	0
PgCP_00136290	2265	2265	0
PgCP_00136309	2525	2525	0
PgCP_00136319	2733	2733	0
PgCP_00136320	5595	5595	0
PgCP_00136321	4824	4824	0
PgCP_00136322	4844	4844	0
PgCP_00136323	5588	5588	0
PgCP_00136324	5390	5390	0
PgCP_00136325	4630	4630	0
PgCP_00136326	6041	6041	0
PgCP_00136327	4482	4482	0
PgCP_00136328	4505	4505	0
PgCP_00136329	3534	3534	0
PgCP_00136330	3053	3053	0
PgCP_00136315	3304	3304	0
PgCP_00136316	3265	3265	0
PgCP_00136317	3522	3522	0
PgCP_00136333	511	511	0
PgCP_00136334	826	826	0
PgCP_00136335	1089	1089	0
PgCP_00136336	1291	1291	0
PgCP_00136337	1548	1548	0
PgCP_00136338	1723	1723	0
PgCP_00136339	3427	3427	0
PgCP_00136344	591	591	0
PgCP_00136340	1375	1375	0
PgCP_00136341	1571	1571	0
PgCP_00136342	1969	1969	0
PgCP_00136318	5013	5013	0
PgCP_00136345	733	733	0
PgCP_00136343	955	955	0
PgCP_00136350	2009	2009	0
PgCP_00136351	1618	1618	0
PgCP_00136353	3350	3350	0
PgCP_00136354	3177	3177	0
PgCP_00136355	415	415	0
PgCP_00136352	1264	1264	0
PgCP_00136357	1811	1811	0
PgCP_00136358	2505	2505	0
PgCP_00136380	1069	1069	0
PgCP_00136381	1123	1123	0
PgCP_00136359	5500	5500	0
PgCP_00136360	5500	5500	0
PgCP_00136361	5500	5500	0
PgCP_00136362	5487	5487	0
PgCP_00136363	6478	6478	0
PgCP_00136364	6478	6478	0
PgCP_00136365	5965	5965	0
PgCP_00136366	6475	6475	0
PgCP_00136367	6475	6475	0
PgCP_00136368	6474	6474	0
PgCP_00136369	5566	5566	0
PgCP_00136370	4959	4959	0
PgCP_00136371	5637	5637	0
PgCP_00136382	1572	1572	0
PgCP_00136383	1131	1131	0
PgCP_00136387	1733	1733	0
PgCP_00136372	3395	3395	0
PgCP_00136388	1247	1247	0
PgCP_00136389	1151	1151	0
PgCP_00136384	2062	2062	0
PgCP_00136390	1181	1180	0
PgCP_00136373	615	615	0
PgCP_00136374	1785	1785	0
PgCP_00136375	996	996	0
PgCP_00136376	1242	1242	0
PgCP_00136377	3591	3591	0
PgCP_00136378	2883	2883	0
PgCP_00136385	1462	1462	0
PgCP_00136379	1284	1284	0
PgCP_00136391	2002	2001	0
PgCP_00136386	1601	1601	0
PgCP_00136392	2726	2726	0
PgCP_00136393	1585	1585	0
PgCP_00136394	394	394	0
PgCP_00136395	3038	3038	0
PgCP_00136396	857	857	0
PgCP_00136397	1404	1404	0
PgCP_00136398	1633	1633	0
PgCP_00136399	1399	1399	0
PgCP_00136400	3392	3392	0
PgCP_00136402	10256	10256	0
PgCP_00136403	2963	2963	0
PgCP_00136405	4522	4522	0
PgCP_00136406	4519	4519	0
PgCP_00136408	1790	1790	0
PgCP_00136410	1563	1563	0
PgCP_00136411	1631	1631	0
PgCP_00136412	1767	1767	0
PgCP_00136413	1267	1267	0
PgCP_00136414	1716	1716	0
PgCP_00136415	1933	1933	0
PgCP_00136416	1438	1438	0
PgCP_00136423	1877	1877	0
PgCP_00136417	5864	5864	0
PgCP_00136418	5846	5846	0
PgCP_00136419	5795	5795	0
PgCP_00136420	5828	5828	0
PgCP_00136421	5862	5862	0
PgCP_00136422	5809	5809	0
PgCP_00136424	1884	1883	0
PgCP_00136432	708	708	0
PgCP_00136425	1712	1712	0
PgCP_00136426	1962	1962	0
PgCP_00136427	1580	1580	0
PgCP_00136428	1561	1561	0
PgCP_00136433	2249	2249	0
PgCP_00136429	3683	3683	0
PgCP_00136435	5148	5148	0
PgCP_00136430	3425	3425	0
PgCP_00136431	1717	1717	0
PgCP_00136437	4836	4836	0
PgCP_00136455	2125	2124	0
PgCP_00136457	2494	2493	0
PgCP_00136464	1560	1560	0
PgCP_00136465	1722	1722	0
PgCP_00136466	1714	1714	0
PgCP_00136467	1326	1326	0
PgCP_00136468	1294	1294	0
PgCP_00136469	1576	1576	0
PgCP_00136470	1453	1453	0
PgCP_00136471	2333	2333	0
PgCP_00136472	2194	2194	0
PgCP_00136473	2085	2085	0
PgCP_00136474	2093	2093	0
PgCP_00136475	2213	2213	0
PgCP_00136476	2172	2172	0
PgCP_00136477	2196	2196	0
PgCP_00136478	2192	2192	0
PgCP_00136479	2087	2087	0
PgCP_00136480	2189	2189	0
PgCP_00136481	2167	2167	0
PgCP_00136460	1499	1499	0
PgCP_00136461	2892	2892	0
PgCP_00136485	1427	1426	0
PgCP_00136486	1256	1256	0
PgCP_00136487	4972	4972	0
PgCP_00136462	1357	1357	0
PgCP_00136482	1056	1056	0
PgCP_00136463	599	599	0
PgCP_00136483	1971	1971	0
PgCP_00136484	2353	2353	0
PgCP_00136488	2422	2422	0
PgCP_00136497	752	752	0
PgCP_00136490	1512	1512	0
PgCP_00136493	1404	1404	0
PgCP_00136498	1504	1504	0
PgCP_00136494	4348	4348	0
PgCP_00136489	2820	2820	0
PgCP_00136499	1544	1544	0
PgCP_00136500	1789	1789	0
PgCP_00136501	686	686	0
PgCP_00136502	676	676	0
PgCP_00136503	659	659	0
PgCP_00136515	2479	2479	0
PgCP_00136516	2563	2563	0
PgCP_00136517	1907	1907	0
PgCP_00136518	2110	2110	0
PgCP_00136520	2187	2187	0
PgCP_00136504	2918	2918	0
PgCP_00136505	2900	2900	0
PgCP_00136526	3712	3712	0
PgCP_00136506	2991	2991	0
PgCP_00136507	2830	2830	0
PgCP_00136508	3059	3059	0
PgCP_00136509	1328	1328	0
PgCP_00136510	1765	1765	0
PgCP_00136527	1431	1431	0
PgCP_00136511	2884	2884	0
PgCP_00136512	1498	1498	0
PgCP_00136528	1276	1276	0
PgCP_00136521	838	838	0
PgCP_00136522	713	713	0
PgCP_00136513	4507	4507	0
PgCP_00136514	3997	3997	0
PgCP_00136523	917	917	0
PgCP_00136524	803	803	0
PgCP_00136530	1702	1702	0
PgCP_00136531	2463	2463	0
PgCP_00136532	1658	1658	0
PgCP_00136533	897	897	0
PgCP_00136534	4961	4961	0
PgCP_00136529	937	937	0
PgCP_00136539	1433	1433	0
PgCP_00136540	1604	1604	0
PgCP_00136541	3428	3428	0
PgCP_00136542	2033	2033	0
PgCP_00136543	2210	2210	0
PgCP_00136535	1091	1091	0
PgCP_00136545	2625	2625	0
PgCP_00136536	2240	2240	0
PgCP_00136537	2232	2232	0
PgCP_00136546	2046	2046	0
PgCP_00136547	1631	1631	0
PgCP_00136548	1639	1639	0
PgCP_00136538	1596	1596	0
PgCP_00136555	902	902	0
PgCP_00136551	2254	2254	0
PgCP_00136552	1778	1778	0
PgCP_00136556	2296	2296	0
PgCP_00136557	2507	2507	0
PgCP_00136558	2560	2560	0
PgCP_00136559	3641	3641	0
PgCP_00136560	1880	1880	0
PgCP_00136561	1253	1253	0
PgCP_00136562	3966	3966	0
PgCP_00136563	985	985	0
PgCP_00136571	2585	2585	0
PgCP_00136569	1439	1439	0
PgCP_00136564	4323	4323	0
PgCP_00136565	540	540	0
PgCP_00136566	1629	1629	0
PgCP_00136567	1266	1266	0
PgCP_00136568	1097	1097	0
PgCP_00136572	11510	11509	0
PgCP_00136573	11506	11505	0
PgCP_00136574	11519	11518	0
PgCP_00136575	11506	11505	0
PgCP_00136576	11493	11492	0
PgCP_00136577	11657	11656	0
PgCP_00136578	11655	11654	0
PgCP_00136579	11457	11456	0
PgCP_00136580	9135	9134	0
PgCP_00136590	1333	1333	0
PgCP_00136581	1390	1390	0
PgCP_00136582	4025	4025	0
PgCP_00136583	1400	1400	0
PgCP_00136584	4030	4030	0
PgCP_00136585	1405	1405	0
PgCP_00136587	1401	1401	0
PgCP_00136588	4026	4026	0
PgCP_00136589	1395	1395	0
PgCP_00136591	2070	2070	0
PgCP_00136592	2019	2019	0
PgCP_00136593	1997	1997	0
PgCP_00136594	2100	2100	0
PgCP_00136596	3708	3708	0
PgCP_00136597	3662	3662	0
PgCP_00136606	1786	1786	0
PgCP_00136607	1618	1618	0
PgCP_00136608	1565	1565	0
PgCP_00136609	1610	1610	0
PgCP_00136622	1222	1222	0
PgCP_00136623	997	997	0
PgCP_00136624	1183	1183	0
PgCP_00136625	2790	2790	0
PgCP_00136612	2625	2625	0
PgCP_00136613	2602	2602	0
PgCP_00136627	998	998	0
PgCP_00136621	1880	1879	0
PgCP_00136628	2664	2664	0
PgCP_00136650	4056	4056	0
PgCP_00136629	5767	5767	0
PgCP_00136630	5766	5766	0
PgCP_00136631	4279	4279	0
PgCP_00136643	2745	2745	0
PgCP_00136644	3092	3092	0
PgCP_00136645	1862	1862	0
PgCP_00136646	2238	2238	0
PgCP_00136632	3054	3054	0
PgCP_00136633	2124	2124	0
PgCP_00136634	2634	2634	0
PgCP_00136635	2159	2159	0
PgCP_00136636	2632	2632	0
PgCP_00136637	3564	3564	0
PgCP_00136638	1628	1628	0
PgCP_00136639	2652	2652	0
PgCP_00136651	775	775	0
PgCP_00136640	1429	1429	0
PgCP_00136641	1849	1849	0
PgCP_00136647	1899	1899	0
PgCP_00136648	3020	3020	0
PgCP_00136649	7412	7412	0
PgCP_00136642	5856	5856	0
PgCP_00136657	5141	5141	0
PgCP_00136653	4328	4328	0
PgCP_00136652	1171	1171	0
PgCP_00136696	2099	2099	0
PgCP_00136697	1742	1742	0
PgCP_00136698	2159	2159	0
PgCP_00136699	3555	3555	0
PgCP_00136700	2280	2280	0
PgCP_00136701	3285	3285	0
PgCP_00136702	2021	2021	0
PgCP_00136703	2063	2063	0
PgCP_00136704	2338	2338	0
PgCP_00136658	2251	2251	0
PgCP_00136709	702	702	0
PgCP_00136661	1370	1370	0
PgCP_00136662	1046	1045	0
PgCP_00136663	1220	1219	0
